order_id,customer_id,order_date,status
1117,1992,2024-11-11,Completed
1118,521,2024-11-18,Completed
1119,4467,2024-08-05,Completed
1120,4197,2024-11-30,Completed
1121,4757,2024-09-04,Completed
1122,243,2024-04-20,Completed
1123,2801,2024-10-30,Completed
1124,4608,2024-08-07,Completed
1125,2897,2024-07-14,Completed
1126,2603,2024-05-26,Returned
1127,2274,2024-12-09,Cancelled
1128,1542,2024-02-09,Completed
1129,2766,2024-05-13,Completed
1130,2115,2024-12-17,Completed
1131,4492,2024-07-09,Returned
1132,4708,2024-06-11,Completed
1133,3084,2024-03-01,Completed
1134,1858,2024-01-05,Completed
1135,770,2024-02-06,Cancelled
1136,1423,2024-08-04,Returned
1137,407,2024-08-12,Completed
1138,2973,2024-08-03,Returned
1139,1873,2024-05-18,Completed
1140,2695,2024-04-15,Completed
1141,2270,2024-04-08,Completed
1142,4750,2024-06-16,Completed
1143,1182,2024-09-20,Completed
1144,1440,2024-03-27,Returned
1145,3054,2024-03-24,Completed
1146,3334,2024-08-11,Cancelled
1147,2898,2024-01-11,Completed
1148,2904,2024-11-22,Completed
1149,229,2024-07-04,Completed
1150,3960,2024-12-15,Returned
1151,1894,2024-08-18,Completed
1152,1314,2024-05-20,Completed
1153,1071,2024-04-15,Completed
1154,975,2024-09-09,Completed
1155,1739,2024-02-18,Completed
1156,3286,2024-09-19,Completed
1157,758,2024-07-23,Completed
1158,3096,2024-12-22,Completed
1159,321,2024-02-20,Completed
1160,2322,2024-06-23,Completed
1161,556,2024-08-12,Returned
1162,4940,2024-09-17,Completed
1163,1387,2024-08-09,Completed
1164,4764,2024-08-10,Completed
1165,3048,2024-09-25,Cancelled
1166,2428,2024-10-24,Completed
1167,2005,2024-11-13,Returned
1168,1931,2024-03-14,Returned
1169,4842,2024-04-23,Completed
1170,4771,2024-08-06,Completed
1171,2164,2024-02-23,Completed
1172,3868,2024-07-18,Completed
1173,2427,2024-05-10,Completed
1174,3794,2024-12-04,Returned
1175,2514,2024-07-10,Completed
1176,3804,2024-06-27,Completed
1177,2328,2024-10-31,Completed
1178,618,2024-10-13,Completed
1179,2166,2024-08-27,Completed
1180,3309,2024-09-01,Completed
1181,993,2024-11-25,Completed
1182,1378,2024-04-26,Completed
1183,4382,2024-07-26,Completed
1184,3175,2024-07-30,Returned
1185,4783,2024-09-15,Completed
1186,1306,2024-06-11,Completed
1187,4834,2024-08-13,Completed
1188,3079,2024-12-06,Completed
1189,2687,2024-03-04,Completed
1190,2984,2024-09-02,Completed
1191,2524,2024-01-18,Completed
1192,3583,2024-02-03,Returned
1193,1486,2024-11-07,Completed
1194,2101,2024-11-18,Completed
1195,4582,2024-06-29,Completed
1196,3716,2024-12-12,Completed
1197,2002,2024-07-12,Completed
1198,1388,2024-07-10,Completed
1199,3184,2024-03-07,Completed
1200,1031,2024-07-27,Completed
1201,1766,2024-06-15,Completed
1202,4764,2024-09-02,Completed
1203,1221,2024-09-01,Completed
1204,4931,2024-06-14,Completed
1205,4972,2024-10-22,Completed
1206,3807,2024-07-29,Completed
1207,2415,2024-05-12,Completed
1208,4346,2024-07-15,Completed
1209,1619,2024-12-12,Completed
1210,1264,2024-02-18,Cancelled
1211,872,2024-03-04,Completed
1212,835,2024-04-21,Completed
1213,2823,2024-12-21,Completed
1214,919,2024-07-03,Completed
1215,1725,2024-04-13,Completed
1216,2414,2024-07-31,Completed
1217,1314,2024-01-05,Completed
1218,4499,2024-04-28,Completed
1219,2106,2024-12-09,Completed
1220,2569,2024-09-05,Completed
1221,1139,2024-06-15,Completed
1222,210,2024-08-29,Completed
1223,1065,2024-10-06,Cancelled
1224,4912,2024-12-28,Completed
1225,2221,2024-08-25,Completed
1226,234,2024-11-01,Completed
1227,793,2024-07-23,Completed
1228,3111,2024-11-09,Completed
1229,2167,2024-01-01,Completed
1230,335,2024-06-19,Completed
1231,1360,2024-06-15,Cancelled
1232,1215,2024-09-14,Completed
1233,4420,2024-03-03,Cancelled
1234,284,2024-09-28,Completed
1235,213,2024-02-06,Cancelled
1236,1659,2024-01-16,Completed
1237,4079,2024-09-10,Cancelled
1238,4848,2024-12-08,Completed
1239,1418,2024-12-11,Returned
1240,2387,2024-12-01,Completed
1241,1795,2024-01-27,Completed
1242,105,2024-04-20,Completed
1243,4866,2024-08-20,Completed
1244,3894,2024-03-04,Completed
1245,3846,2024-04-06,Cancelled
1246,3691,2024-09-23,Completed
1247,3293,2024-11-21,Cancelled
1248,379,2024-08-19,Cancelled
1249,3294,2024-02-17,Completed
1250,3330,2024-12-15,Completed
1251,4809,2024-07-28,Completed
1252,3439,2024-03-16,Completed
1253,225,2024-09-03,Completed
1254,738,2024-11-11,Completed
1255,236,2024-03-08,Completed
1256,4279,2024-11-08,Completed
1257,712,2024-03-04,Completed
1258,1889,2024-06-30,Completed
1259,4719,2024-03-20,Returned
1260,1260,2024-12-08,Completed
1261,749,2024-07-21,Completed
1262,3987,2024-06-30,Completed
1263,3552,2024-08-01,Completed
1264,510,2024-04-29,Completed
1265,1824,2024-08-28,Completed
1266,4881,2024-11-30,Completed
1267,2942,2024-07-20,Cancelled
1268,4233,2024-10-18,Cancelled
1269,2135,2024-02-23,Completed
1270,1778,2024-05-24,Completed
1271,1223,2024-12-21,Completed
1272,3668,2024-03-26,Completed
1273,1778,2024-01-22,Completed
1274,1305,2024-11-26,Completed
1275,4860,2024-10-18,Completed
1276,702,2024-08-23,Cancelled
1277,2990,2024-01-29,Completed
1278,152,2024-07-01,Completed
1279,1326,2024-06-08,Completed
1280,1302,2024-01-18,Completed
1281,3723,2024-02-07,Cancelled
1282,1712,2024-04-10,Returned
1283,807,2024-10-16,Completed
1284,4331,2024-06-21,Completed
1285,2723,2024-12-08,Completed
1286,4657,2024-03-07,Completed
1287,1326,2024-07-09,Cancelled
1288,4134,2024-02-12,Completed
1289,1160,2024-05-02,Completed
1290,2870,2024-10-04,Completed
1291,4517,2024-12-08,Completed
1292,1243,2024-07-14,Completed
1293,348,2024-11-28,Completed
1294,1832,2024-05-04,Completed
1295,1570,2024-04-05,Completed
1296,3936,2024-06-05,Completed
1297,1919,2024-02-09,Returned
1298,3233,2024-12-25,Returned
1299,3759,2024-06-21,Completed
1300,2356,2024-06-21,Returned
1301,1398,2024-04-29,Cancelled
1302,2781,2024-09-29,Completed
1303,1825,2024-12-23,Completed
1304,2492,2024-12-29,Completed
1305,4061,2024-12-11,Completed
1306,405,2024-11-14,Completed
1307,1722,2024-09-17,Completed
1308,2826,2024-10-07,Cancelled
1309,3846,2024-11-24,Completed
1310,4211,2024-05-03,Completed
1311,3193,2024-10-04,Completed
1312,65,2024-04-02,Completed
1313,1300,2024-02-04,Completed
1314,4921,2024-11-06,Completed
1315,1416,2024-05-07,Completed
1316,3594,2024-01-20,Cancelled
1317,969,2024-09-17,Completed
1318,369,2024-06-15,Completed
1319,233,2024-11-14,Completed
1320,2243,2024-08-23,Completed
1321,3084,2024-02-01,Completed
1322,921,2024-08-18,Completed
1323,689,2024-07-09,Cancelled
1324,4273,2024-11-25,Completed
1325,1470,2024-05-24,Completed
1326,4726,2024-04-10,Completed
1327,4260,2024-03-19,Completed
1328,3623,2024-06-08,Returned
1329,2101,2024-09-11,Completed
1330,2266,2024-10-05,Completed
1331,3790,2024-07-06,Cancelled
1332,824,2024-07-28,Completed
1333,3432,2024-08-28,Completed
1334,4152,2024-02-25,Completed
1335,4214,2024-05-16,Completed
1336,798,2024-04-15,Completed
1337,780,2024-03-09,Completed
1338,2851,2024-07-08,Cancelled
1339,2893,2024-07-10,Completed
1340,1894,2024-10-04,Completed
1341,3307,2024-02-01,Completed
1342,2903,2024-06-23,Completed
1343,4804,2024-09-14,Completed
1344,3719,2024-05-02,Completed
1345,22,2024-03-25,Completed
1346,1501,2024-08-03,Completed
1347,843,2024-08-03,Completed
1348,1761,2024-01-14,Cancelled
1349,3642,2024-02-06,Completed
1350,192,2024-01-27,Completed
1351,396,2024-05-31,Completed
1352,4663,2024-03-04,Completed
1353,4327,2024-03-10,Completed
1354,874,2024-06-02,Completed
1355,2622,2024-09-09,Completed
1356,4336,2024-09-27,Completed
1357,90,2024-01-29,Completed
1358,2280,2024-03-14,Completed
1359,457,2024-10-10,Completed
1360,2281,2024-02-28,Completed
1361,4450,2024-08-30,Completed
1362,1005,2024-11-24,Returned
1363,4535,2024-05-28,Completed
1364,345,2024-01-10,Completed
1365,2712,2024-05-11,Completed
1366,4753,2024-03-02,Completed
1367,2463,2024-09-18,Completed
1368,1117,2024-08-05,Returned
1369,626,2024-08-19,Completed
1370,4380,2024-12-01,Completed
1371,1980,2024-03-12,Cancelled
1372,3995,2024-01-16,Cancelled
1373,1679,2024-02-07,Completed
1374,223,2024-06-25,Completed
1375,744,2024-11-16,Completed
1376,463,2024-03-23,Cancelled
1377,1569,2024-01-17,Completed
1378,3348,2024-06-04,Cancelled
1379,1737,2024-06-20,Completed
1380,4040,2024-03-10,Completed
1381,3952,2024-03-11,Completed
1382,665,2024-09-11,Completed
1383,1357,2024-05-10,Cancelled
1384,1015,2024-02-18,Completed
1385,2133,2024-01-21,Completed
1386,2669,2024-11-15,Completed
1387,1055,2024-08-07,Completed
1388,1765,2024-07-05,Completed
1389,4459,2024-02-01,Returned
1390,2870,2024-07-21,Completed
1391,1413,2024-10-02,Completed
1392,668,2024-08-29,Completed
1393,3371,2024-01-16,Completed
1394,1395,2024-11-11,Completed
1395,99,2024-06-21,Cancelled
1396,4071,2024-05-16,Completed
1397,422,2024-06-27,Completed
1398,3651,2024-12-24,Completed
1399,4158,2024-03-01,Completed
1400,1133,2024-04-13,Completed
1401,1703,2024-11-12,Completed
1402,3621,2024-07-13,Completed
1403,3191,2024-09-12,Completed
1404,598,2024-03-16,Completed
1405,392,2024-09-27,Completed
1406,1076,2024-06-29,Completed
1407,2651,2024-05-11,Completed
1408,2385,2024-05-30,Completed
1409,810,2024-06-03,Completed
1410,3310,2024-12-24,Completed
1411,3739,2024-08-22,Completed
1412,1160,2024-09-04,Completed
1413,1532,2024-06-13,Completed
1414,4977,2024-07-23,Returned
1415,2683,2024-06-13,Completed
1416,254,2024-07-31,Completed
1417,3549,2024-09-10,Completed
1418,3186,2024-06-05,Completed
1419,1232,2024-06-25,Completed
1420,2424,2024-03-15,Completed
1421,3576,2024-06-26,Completed
1422,4262,2024-10-10,Completed
1423,1574,2024-11-25,Completed
1424,2909,2024-05-12,Completed
1425,4713,2024-05-04,Cancelled
1426,1626,2024-11-07,Completed
1427,3999,2024-11-15,Completed
1428,3884,2024-05-06,Completed
1429,3516,2024-12-10,Returned
1430,3404,2024-08-12,Completed
1431,4599,2024-01-17,Completed
1432,4681,2024-12-18,Completed
1433,1959,2024-11-06,Completed
1434,4010,2024-09-02,Returned
1435,2736,2024-05-16,Completed
1436,4492,2024-08-04,Cancelled
1437,3175,2024-07-14,Returned
1438,402,2024-07-19,Cancelled
1439,975,2024-07-25,Completed
1440,224,2024-01-16,Returned
1441,4614,2024-01-13,Completed
1442,236,2024-03-18,Completed
1443,3499,2024-08-01,Completed
1444,4212,2024-12-06,Completed
1445,3235,2024-11-24,Completed
1446,226,2024-04-28,Completed
1447,2278,2024-06-29,Completed
1448,4278,2024-11-19,Completed
1449,1342,2024-11-25,Cancelled
1450,4037,2024-12-20,Completed
1451,210,2024-05-16,Returned
1452,3728,2024-06-27,Completed
1453,3929,2024-07-26,Returned
1454,4990,2024-02-23,Completed
1455,2804,2024-03-19,Cancelled
1456,1110,2024-09-27,Completed
1457,2027,2024-04-27,Returned
1458,394,2024-04-15,Completed
1459,844,2024-04-14,Completed
1460,1525,2024-10-29,Completed
1461,604,2024-04-27,Returned
1462,582,2024-08-16,Returned
1463,1940,2024-05-27,Completed
1464,133,2024-12-19,Completed
1465,2839,2024-05-29,Completed
1466,3386,2024-10-30,Completed
1467,3771,2024-09-12,Completed
1468,2269,2024-03-22,Completed
1469,976,2024-01-16,Completed
1470,1814,2024-07-11,Completed
1471,3264,2024-07-29,Completed
1472,1544,2024-03-14,Completed
1473,2836,2024-10-03,Completed
1474,2739,2024-03-01,Completed
1475,1358,2024-01-24,Completed
1476,4135,2024-01-23,Completed
1477,1317,2024-12-08,Completed
1478,162,2024-09-14,Completed
1479,1910,2024-07-16,Returned
1480,1128,2024-02-22,Completed
1481,3871,2024-05-18,Completed
1482,1659,2024-09-27,Completed
1483,3126,2024-07-19,Completed
1484,1964,2024-06-12,Completed
1485,2290,2024-04-01,Completed
1486,967,2024-01-23,Completed
1487,890,2024-03-28,Completed
1488,3062,2024-06-30,Completed
1489,3630,2024-12-20,Completed
1490,3190,2024-10-09,Completed
1491,2749,2024-01-21,Completed
1492,1667,2024-02-18,Completed
1493,3067,2024-07-08,Completed
1494,1442,2024-07-23,Completed
1495,1068,2024-02-13,Returned
1496,4224,2024-10-26,Cancelled
1497,2924,2024-05-07,Completed
1498,4254,2024-07-07,Completed
1499,3857,2024-06-18,Returned
1500,827,2024-10-05,Cancelled
1501,4608,2024-07-19,Completed
1502,3986,2024-05-04,Completed
1503,2093,2024-10-18,Returned
1504,3180,2024-11-06,Completed
1505,4539,2024-01-16,Cancelled
1506,3902,2024-12-10,Completed
1507,2363,2024-09-30,Returned
1508,2225,2024-10-20,Completed
1509,1727,2024-01-20,Completed
1510,2007,2024-01-19,Cancelled
1511,267,2024-01-13,Completed
1512,838,2024-01-17,Completed
1513,4585,2024-07-24,Returned
1514,4798,2024-01-30,Completed
1515,687,2024-10-25,Completed
1516,3362,2024-10-30,Completed
1517,357,2024-02-12,Completed
1518,3816,2024-04-02,Completed
1519,872,2024-03-06,Returned
1520,1974,2024-04-28,Completed
1521,4648,2024-11-04,Completed
1522,1811,2024-03-12,Completed
1523,4419,2024-11-29,Returned
1524,2642,2024-06-10,Completed
1525,2229,2024-11-25,Cancelled
1526,3392,2024-11-23,Cancelled
1527,4179,2024-09-25,Completed
1528,2351,2024-08-05,Completed
1529,4358,2024-09-10,Completed
1530,4880,2024-02-28,Completed
1531,2740,2024-02-01,Completed
1532,2731,2024-12-04,Returned
1533,1319,2024-04-29,Completed
1534,1536,2024-11-05,Completed
1535,4785,2024-01-02,Completed
1536,2444,2024-04-27,Completed
1537,1773,2024-02-06,Completed
1538,3210,2024-04-06,Completed
1539,4935,2024-12-24,Completed
1540,878,2024-09-13,Returned
1541,2871,2024-05-07,Completed
1542,3201,2024-12-24,Cancelled
1543,4145,2024-06-04,Completed
1544,3748,2024-05-24,Cancelled
1545,2837,2024-02-26,Returned
1546,293,2024-03-10,Completed
1547,1652,2024-02-13,Completed
1548,4632,2024-07-30,Completed
1549,4407,2024-06-23,Completed
1550,537,2024-05-20,Completed
1551,2687,2024-03-16,Completed
1552,234,2024-06-06,Completed
1553,2653,2024-03-25,Completed
1554,2375,2024-11-17,Completed
1555,2273,2024-11-04,Completed
1556,967,2024-01-18,Completed
1557,890,2024-10-10,Completed
1558,3864,2024-02-11,Completed
1559,3401,2024-05-13,Returned
1560,35,2024-04-11,Completed
1561,4543,2024-05-16,Completed
1562,3524,2024-08-09,Completed
1563,1764,2024-08-16,Cancelled
1564,3292,2024-10-20,Completed
1565,2489,2024-11-01,Cancelled
1566,2701,2024-11-11,Completed
1567,1559,2024-04-28,Completed
1568,4691,2024-04-08,Completed
1569,2277,2024-12-15,Completed
1570,4007,2024-11-19,Completed
1571,4440,2024-06-07,Returned
1572,1104,2024-08-26,Completed
1573,1420,2024-11-15,Completed
1574,1479,2024-11-30,Completed
1575,3915,2024-07-07,Returned
1576,3743,2024-11-04,Completed
1577,2957,2024-09-05,Completed
1578,1383,2024-01-26,Completed
1579,2575,2024-07-07,Cancelled
1580,3385,2024-05-19,Completed
1581,1570,2024-06-29,Completed
1582,1895,2024-01-21,Completed
1583,2244,2024-06-11,Completed
1584,1867,2024-03-11,Completed
1585,29,2024-03-22,Completed
1586,706,2024-06-03,Completed
1587,1021,2024-11-11,Completed
1588,2064,2024-12-20,Completed
1589,1447,2024-02-16,Completed
1590,3665,2024-07-12,Completed
1591,2988,2024-08-11,Completed
1592,3603,2024-08-24,Completed
1593,3686,2024-10-06,Completed
1594,3369,2024-01-10,Completed
1595,3582,2024-05-31,Completed
1596,2763,2024-12-09,Completed
1597,4038,2024-04-13,Completed
1598,573,2024-05-03,Completed
1599,4089,2024-07-03,Returned
1600,615,2024-10-16,Completed
1601,4051,2024-02-10,Completed
1602,326,2024-01-11,Returned
1603,3741,2024-08-05,Completed
1604,359,2024-01-01,Completed
1605,3778,2024-06-19,Completed
1606,2372,2024-12-03,Completed
1607,1722,2024-10-08,Cancelled
1608,1350,2024-02-22,Cancelled
1609,3697,2024-05-04,Completed
1610,3897,2024-06-23,Returned
1611,4261,2024-09-21,Completed
1612,1597,2024-09-21,Completed
1613,1628,2024-07-17,Completed
1614,2503,2024-09-12,Completed
1615,3809,2024-06-20,Completed
1616,193,2024-02-28,Completed
1617,2675,2024-04-15,Completed
1618,3846,2024-05-04,Completed
1619,2578,2024-01-16,Completed
1620,92,2024-02-07,Returned
1621,4235,2024-08-30,Completed
1622,481,2024-07-28,Returned
1623,2917,2024-11-10,Completed
1624,4436,2024-10-11,Returned
1625,1076,2024-06-16,Completed
1626,2514,2024-09-20,Returned
1627,799,2024-04-07,Completed
1628,4571,2024-05-13,Completed
1629,3950,2024-12-30,Completed
1630,605,2024-06-29,Cancelled
1631,2980,2024-08-09,Returned
1632,4917,2024-12-29,Completed
1633,598,2024-05-28,Completed
1634,1533,2024-08-31,Completed
1635,514,2024-11-08,Cancelled
1636,1878,2024-03-16,Completed
1637,3973,2024-09-18,Cancelled
1638,3844,2024-08-18,Completed
1639,1700,2024-07-09,Cancelled
1640,1030,2024-05-13,Completed
1641,4596,2024-11-04,Completed
1642,717,2024-09-08,Completed
1643,4087,2024-09-01,Completed
1644,666,2024-09-21,Completed
1645,2209,2024-11-20,Cancelled
1646,1080,2024-11-25,Completed
1647,228,2024-12-08,Completed
1648,149,2024-01-04,Cancelled
1649,1070,2024-02-06,Completed
1650,4728,2024-03-11,Returned
1651,1364,2024-09-18,Returned
1652,4509,2024-08-24,Cancelled
1653,1756,2024-11-02,Completed
1654,520,2024-12-20,Completed
1655,3545,2024-06-26,Completed
1656,2323,2024-04-05,Completed
1657,1103,2024-08-14,Completed
1658,598,2024-01-11,Returned
1659,3274,2024-09-22,Completed
1660,4050,2024-07-07,Completed
1661,2606,2024-07-27,Completed
1662,2189,2024-01-13,Completed
1663,4826,2024-06-10,Completed
1664,589,2024-02-29,Completed
1665,4473,2024-01-05,Completed
1666,1408,2024-07-20,Completed
1667,4847,2024-01-12,Completed
1668,4723,2024-12-06,Completed
1669,3391,2024-08-27,Returned
1670,3441,2024-08-12,Returned
1671,1630,2024-06-30,Completed
1672,995,2024-10-23,Completed
1673,4799,2024-10-30,Cancelled
1674,2060,2024-11-02,Completed
1675,4573,2024-06-26,Completed
1676,2987,2024-04-27,Completed
1677,401,2024-12-17,Completed
1678,2856,2024-03-16,Cancelled
1679,2225,2024-02-15,Completed
1680,3413,2024-08-14,Completed
1681,57,2024-12-21,Completed
1682,1876,2024-10-20,Cancelled
1683,4544,2024-08-27,Returned
1684,4299,2024-12-13,Completed
1685,3769,2024-05-20,Returned
1686,4834,2024-07-22,Completed
1687,4298,2024-05-29,Completed
1688,1354,2024-05-09,Completed
1689,2411,2024-12-14,Completed
1690,4988,2024-11-28,Completed
1691,4312,2024-09-25,Returned
1692,2603,2024-11-08,Completed
1693,2935,2024-05-16,Completed
1694,23,2024-04-25,Completed
1695,2203,2024-12-16,Completed
1696,1210,2024-06-09,Completed
1697,2297,2024-06-03,Completed
1698,749,2024-06-21,Completed
1699,805,2024-05-09,Completed
1700,134,2024-03-19,Completed
1701,4417,2024-02-26,Completed
1702,2438,2024-12-16,Completed
1703,434,2024-02-26,Completed
1704,4969,2024-12-28,Completed
1705,3672,2024-11-30,Completed
1706,3737,2024-05-13,Completed
1707,4040,2024-01-14,Cancelled
1708,2099,2024-10-09,Completed
1709,2918,2024-10-20,Completed
1710,253,2024-05-26,Completed
1711,4835,2024-05-06,Completed
1712,1130,2024-09-16,Completed
1713,3265,2024-11-09,Completed
1714,302,2024-08-05,Completed
1715,1978,2024-08-20,Completed
1716,2764,2024-06-16,Completed
1717,4006,2024-05-22,Completed
1718,3242,2024-09-16,Completed
1719,3058,2024-08-05,Completed
1720,551,2024-11-03,Returned
1721,1588,2024-05-25,Completed
1722,1823,2024-04-08,Returned
1723,3218,2024-06-30,Completed
1724,3497,2024-06-17,Completed
1725,4410,2024-08-20,Completed
1726,4280,2024-04-02,Completed
1727,713,2024-04-26,Completed
1728,2176,2024-01-04,Completed
1729,4073,2024-03-25,Completed
1730,3850,2024-06-15,Completed
1731,2434,2024-01-07,Completed
1732,3302,2024-08-19,Completed
1733,271,2024-09-07,Completed
1734,1795,2024-03-25,Completed
1735,4907,2024-11-14,Completed
1736,2463,2024-07-11,Completed
1737,4294,2024-05-02,Completed
1738,3395,2024-03-29,Cancelled
1739,1080,2024-04-04,Completed
1740,2879,2024-10-26,Completed
1741,4724,2024-12-23,Cancelled
1742,604,2024-02-14,Completed
1743,1586,2024-09-09,Completed
1744,3058,2024-02-20,Cancelled
1745,3986,2024-03-05,Returned
1746,4690,2024-02-23,Completed
1747,1396,2024-08-09,Completed
1748,3689,2024-03-12,Completed
1749,600,2024-06-16,Returned
1750,514,2024-07-04,Returned
1751,1067,2024-05-22,Returned
1752,2887,2024-01-19,Completed
1753,2654,2024-01-10,Completed
1754,4906,2024-09-28,Completed
1755,1089,2024-06-19,Completed
1756,4386,2024-12-29,Completed
1757,4865,2024-01-16,Completed
1758,2515,2024-03-20,Completed
1759,3970,2024-10-10,Returned
1760,3285,2024-07-08,Completed
1761,4567,2024-05-27,Cancelled
1762,2197,2024-06-11,Completed
1763,4184,2024-09-21,Cancelled
1764,790,2024-12-25,Completed
1765,3476,2024-05-17,Completed
1766,3154,2024-10-27,Completed
1767,1665,2024-12-30,Returned
1768,1310,2024-01-30,Completed
1769,865,2024-10-30,Completed
1770,3864,2024-06-16,Cancelled
1771,3364,2024-03-31,Completed
1772,3525,2024-03-31,Returned
1773,3787,2024-07-29,Completed
1774,24,2024-11-25,Completed
1775,3004,2024-10-26,Completed
1776,311,2024-06-22,Completed
1777,1232,2024-05-13,Completed
1778,3789,2024-01-24,Completed
1779,2712,2024-07-19,Completed
1780,4802,2024-08-06,Completed
1781,422,2024-01-07,Completed
1782,1774,2024-01-06,Completed
1783,3569,2024-04-27,Completed
1784,947,2024-06-09,Cancelled
1785,1187,2024-03-25,Completed
1786,1835,2024-09-04,Completed
1787,1565,2024-06-14,Completed
1788,4945,2024-05-24,Completed
1789,1948,2024-01-31,Completed
1790,1309,2024-08-07,Completed
1791,2987,2024-05-12,Returned
1792,387,2024-03-04,Completed
1793,1162,2024-03-16,Completed
1794,3259,2024-05-10,Cancelled
1795,4812,2024-11-07,Completed
1796,3934,2024-11-14,Completed
1797,2848,2024-12-26,Completed
1798,4522,2024-02-07,Completed
1799,1440,2024-02-23,Completed
1800,3443,2024-05-09,Completed
1801,4481,2024-08-05,Completed
1802,56,2024-01-02,Completed
1803,3325,2024-09-02,Cancelled
1804,106,2024-05-19,Completed
1805,3202,2024-10-22,Completed
1806,670,2024-09-14,Completed
1807,4472,2024-04-14,Completed
1808,743,2024-12-01,Completed
1809,967,2024-07-03,Cancelled
1810,308,2024-10-29,Cancelled
1811,2139,2024-08-31,Completed
1812,3465,2024-06-12,Completed
1813,4898,2024-05-11,Cancelled
1814,110,2024-07-21,Completed
1815,3633,2024-07-28,Completed
1816,4436,2024-12-12,Completed
1817,1916,2024-04-10,Completed
1818,4264,2024-09-27,Cancelled
1819,557,2024-02-18,Completed
1820,105,2024-08-26,Returned
1821,2048,2024-08-02,Completed
